timestamp_utc,cell_id,enodeb_id,frequency_band,avg_rsrp_dBm,avg_rsrq_dB,avg_sinr_dB,prb_utilization_dl_pct,prb_utilization_ul_pct,active_ue_avg
2026-07-15 00:00:00,RJPN-001-1,RJPN-001,Band 1 (2100MHz),-87.8,-5.4,22.4,19.8,16.7,0.0
2026-07-15 00:00:00,RJPN-001-2,RJPN-001,Band 1 (2100MHz),-85.8,-8.9,13.2,10.2,16.4,21.7
2026-07-15 00:00:00,RJPN-001-3,RJPN-001,Band 1 (2100MHz),-93.7,-7.6,12.8,15.6,0.0,0.8
2026-07-15 00:00:00,RJPN-002-1,RJPN-002,Band 3 (1800MHz),-104.4,-11.7,4.3,12.9,0.0,18.6
2026-07-15 00:00:00,RJPN-002-2,RJPN-002,Band 3 (1800MHz),-81.9,-3.1,20.4,0.0,0.0,30.9
2026-07-15 00:00:00,RJPN-002-3,RJPN-002,Band 3 (1800MHz),-86.6,-9.2,20.4,15.5,4.4,36.0
2026-07-15 00:00:00,RJPN-003-1,RJPN-003,Band 1 (2100MHz),-84.9,-7.8,9.4,17.6,29.0,0.0
2026-07-15 00:00:00,RJPN-003-2,RJPN-003,Band 1 (2100MHz),-90.6,-7.2,18.4,13.5,10.2,22.4
2026-07-15 00:00:00,RJPN-003-3,RJPN-003,Band 1 (2100MHz),-83.8,-8.6,6.0,0.0,10.3,31.2
2026-07-15 00:00:00,RJPN-004-1,RJPN-004,Band 3 (1800MHz),-83.2,-7.6,8.0,22.1,2.3,33.4
2026-07-15 00:00:00,RJPN-004-2,RJPN-004,Band 3 (1800MHz),-85.9,-10.9,13.5,5.2,16.0,10.4
2026-07-15 00:00:00,RJPN-004-3,RJPN-004,Band 3 (1800MHz),-87.3,-8.0,13.8,2.7,0.6,0.0
2026-07-15 00:00:00,RJPN-005-1,RJPN-005,Band 1 (2100MHz),-91.5,-4.9,12.9,4.2,0.0,36.9
2026-07-15 00:00:00,RJPN-005-2,RJPN-005,Band 1 (2100MHz),-81.7,-5.6,12.6,15.3,0.0,43.9
2026-07-15 00:00:00,RJPN-005-3,RJPN-005,Band 1 (2100MHz),-81.3,-5.0,13.4,0.0,10.9,16.3
2026-07-15 00:00:00,RJPN-006-1,RJPN-006,Band 3 (1800MHz),-90.2,-7.9,18.8,20.3,0.0,0.0
2026-07-15 00:00:00,RJPN-006-2,RJPN-006,Band 3 (1800MHz),-92.2,-10.3,0.4,10.1,0.0,15.3
2026-07-15 00:00:00,RJPN-006-3,RJPN-006,Band 3 (1800MHz),-82.9,-9.0,12.0,1.6,10.0,13.0
2026-07-15 00:00:00,RJPN-007-1,RJPN-007,Band 1 (2100MHz),-89.6,-8.1,18.8,16.1,0.2,14.0
2026-07-15 00:00:00,RJPN-007-2,RJPN-007,Band 1 (2100MHz),-95.1,-7.6,11.8,10.1,0.0,8.9
2026-07-15 00:00:00,RJPN-007-3,RJPN-007,Band 1 (2100MHz),-81.6,-6.6,14.4,9.1,0.0,9.0
2026-07-15 00:00:00,RJPN-008-1,RJPN-008,Band 3 (1800MHz),-89.1,-9.9,19.8,2.7,0.0,55.3
2026-07-15 00:00:00,RJPN-008-2,RJPN-008,Band 3 (1800MHz),-86.3,-8.1,18.7,2.7,4.9,12.4
2026-07-15 00:00:00,RJPN-008-3,RJPN-008,Band 3 (1800MHz),-91.2,-8.8,11.1,20.2,0.0,0.0
2026-07-15 00:00:00,RJPN-009-1,RJPN-009,Band 1 (2100MHz),-88.1,-8.7,16.0,7.3,0.0,12.0
2026-07-15 00:00:00,RJPN-009-2,RJPN-009,Band 1 (2100MHz),-87.4,-7.6,21.7,0.0,5.9,19.2
2026-07-15 00:00:00,RJPN-009-3,RJPN-009,Band 1 (2100MHz),-88.5,-8.4,18.2,0.9,4.7,34.0
2026-07-15 00:00:00,RJPN-010-1,RJPN-010,Band 3 (1800MHz),-87.2,-9.0,12.8,0.0,15.3,20.6
2026-07-15 00:00:00,RJPN-010-2,RJPN-010,Band 3 (1800MHz),-86.3,-7.8,13.5,10.0,8.6,0.0
2026-07-15 00:00:00,RJPN-010-3,RJPN-010,Band 3 (1800MHz),-100.2,-9.9,1.0,4.3,18.3,23.2
2026-07-15 00:00:00,RJPN-011-1,RJPN-011,Band 1 (2100MHz),-108.1,-13.3,-5.1,16.7,2.4,0.0
2026-07-15 00:00:00,RJPN-011-2,RJPN-011,Band 1 (2100MHz),-92.3,-7.3,15.1,24.0,0.0,0.0
2026-07-15 00:00:00,RJPN-011-3,RJPN-011,Band 1 (2100MHz),-88.8,-2.4,10.7,1.3,2.8,26.0
2026-07-15 01:00:00,RJPN-001-1,RJPN-001,Band 1 (2100MHz),-85.2,-5.5,6.1,5.3,0.0,26.7
2026-07-15 01:00:00,RJPN-001-2,RJPN-001,Band 1 (2100MHz),-87.7,-10.0,11.7,0.0,5.2,17.6
2026-07-15 01:00:00,RJPN-001-3,RJPN-001,Band 1 (2100MHz),-87.4,-10.7,9.8,40.9,16.0,0.0
2026-07-15 01:00:00,RJPN-002-1,RJPN-002,Band 3 (1800MHz),-98.4,-12.6,7.6,0.0,3.1,0.0
2026-07-15 01:00:00,RJPN-002-2,RJPN-002,Band 3 (1800MHz),-83.2,-8.7,16.9,11.5,0.1,21.6
2026-07-15 01:00:00,RJPN-002-3,RJPN-002,Band 3 (1800MHz),-76.5,-8.6,13.4,19.1,0.0,17.2
2026-07-15 01:00:00,RJPN-003-1,RJPN-003,Band 1 (2100MHz),-88.0,-5.7,19.1,43.8,13.3,17.6
2026-07-15 01:00:00,RJPN-003-2,RJPN-003,Band 1 (2100MHz),-82.0,-7.7,17.0,0.0,6.8,40.1
2026-07-15 01:00:00,RJPN-003-3,RJPN-003,Band 1 (2100MHz),-87.7,-5.3,10.5,31.6,12.5,6.9
2026-07-15 01:00:00,RJPN-004-1,RJPN-004,Band 3 (1800MHz),-86.5,-6.4,8.4,1.6,20.8,9.0
2026-07-15 01:00:00,RJPN-004-2,RJPN-004,Band 3 (1800MHz),-84.2,-4.6,13.5,0.0,13.6,31.9
2026-07-15 01:00:00,RJPN-004-3,RJPN-004,Band 3 (1800MHz),-89.0,-12.2,8.9,5.5,1.2,5.1
