timestamp_utc,cell_id,enodeb_id,frequency_band,avg_rsrp_dBm,avg_rsrq_dB,avg_sinr_dB,prb_utilization_dl_pct,prb_utilization_ul_pct,active_ue_avg
2026-04-14 00:00:00,TKYO-001-1,TKYO-001,Band 1 (2100MHz),-92.5,-15.3,8.8,12.4,12.8,15.2
2026-04-14 00:00:00,TKYO-001-2,TKYO-001,Band 1 (2100MHz),-83.2,-6.9,8.8,0.0,1.1,26.7
2026-04-14 00:00:00,TKYO-001-3,TKYO-001,Band 1 (2100MHz),-90.4,-9.0,9.9,8.2,3.4,31.0
2026-04-14 00:00:00,TKYO-002-1,TKYO-002,Band 41 (2500MHz),-82.2,-7.3,23.4,20.0,8.0,16.6
2026-04-14 00:00:00,TKYO-002-2,TKYO-002,Band 41 (2500MHz),-87.6,-8.9,6.1,0.0,16.4,28.3
2026-04-14 00:00:00,TKYO-002-3,TKYO-002,Band 41 (2500MHz),-85.4,-4.8,15.2,0.0,11.9,13.8
2026-04-14 00:00:00,TKYO-003-1,TKYO-003,Band 1 (2100MHz),-80.3,-9.0,15.8,22.0,4.3,9.9
2026-04-14 00:00:00,TKYO-003-2,TKYO-003,Band 1 (2100MHz),-85.4,-5.3,15.6,0.0,0.6,0.0
2026-04-14 00:00:00,TKYO-003-3,TKYO-003,Band 1 (2100MHz),-88.0,-2.7,13.8,13.3,7.9,17.3
2026-04-14 00:00:00,TKYO-004-1,TKYO-004,Band 41 (2500MHz),-92.6,-7.7,10.9,17.3,7.3,42.5
2026-04-14 00:00:00,TKYO-004-2,TKYO-004,Band 41 (2500MHz),-80.0,-6.6,20.5,11.8,12.7,0.0
2026-04-14 00:00:00,TKYO-004-3,TKYO-004,Band 41 (2500MHz),-83.3,-10.3,15.9,3.4,10.9,12.6
2026-04-14 00:00:00,TKYO-005-1,TKYO-005,Band 1 (2100MHz),-86.1,-6.7,3.4,0.0,5.8,40.6
2026-04-14 00:00:00,TKYO-005-2,TKYO-005,Band 1 (2100MHz),-78.6,-5.0,16.4,8.4,0.0,0.5
2026-04-14 00:00:00,TKYO-005-3,TKYO-005,Band 1 (2100MHz),-80.3,-9.3,16.2,0.0,12.0,14.9
2026-04-14 00:00:00,TKYO-006-1,TKYO-006,Band 41 (2500MHz),-89.6,-7.7,18.0,23.1,15.4,39.5
2026-04-14 00:00:00,TKYO-006-2,TKYO-006,Band 41 (2500MHz),-77.3,-8.3,7.4,0.5,12.0,12.1
2026-04-14 00:00:00,TKYO-006-3,TKYO-006,Band 41 (2500MHz),-84.9,-6.7,25.1,0.0,21.3,38.3
2026-04-14 00:00:00,TKYO-007-1,TKYO-007,Band 1 (2100MHz),-85.4,-8.6,21.6,6.2,0.0,43.9
2026-04-14 00:00:00,TKYO-007-2,TKYO-007,Band 1 (2100MHz),-77.1,-12.0,10.0,0.0,0.0,74.1
2026-04-14 00:00:00,TKYO-007-3,TKYO-007,Band 1 (2100MHz),-84.5,-8.4,21.3,8.6,13.2,19.1
2026-04-14 00:00:00,TKYO-008-1,TKYO-008,Band 41 (2500MHz),-94.3,-15.5,0.1,19.5,14.7,27.8
2026-04-14 00:00:00,TKYO-008-2,TKYO-008,Band 41 (2500MHz),-84.0,-6.5,14.3,9.3,12.6,41.1
2026-04-14 00:00:00,TKYO-008-3,TKYO-008,Band 41 (2500MHz),-89.8,-7.1,14.1,0.0,20.0,53.6
2026-04-14 00:00:00,TKYO-009-1,TKYO-009,Band 1 (2100MHz),-86.1,-8.8,8.5,8.1,0.7,0.0
2026-04-14 00:00:00,TKYO-009-2,TKYO-009,Band 1 (2100MHz),-97.5,-10.9,9.5,14.6,12.7,0.0
2026-04-14 00:00:00,TKYO-009-3,TKYO-009,Band 1 (2100MHz),-83.9,-2.3,19.6,16.9,0.0,0.0
2026-04-14 00:00:00,TKYO-010-1,TKYO-010,Band 41 (2500MHz),-86.2,-5.2,10.4,0.0,1.9,8.0
2026-04-14 00:00:00,TKYO-010-2,TKYO-010,Band 41 (2500MHz),-83.3,-6.1,15.9,1.2,0.0,31.3
2026-04-14 00:00:00,TKYO-010-3,TKYO-010,Band 41 (2500MHz),-85.1,-5.8,22.3,10.5,0.0,0.0
2026-04-14 00:00:00,TKYO-011-1,TKYO-011,Band 1 (2100MHz),-84.6,-9.0,18.1,25.2,0.0,29.0
2026-04-14 00:00:00,TKYO-011-2,TKYO-011,Band 1 (2100MHz),-95.2,-11.5,1.8,2.6,12.0,22.5
2026-04-14 00:00:00,TKYO-011-3,TKYO-011,Band 1 (2100MHz),-93.9,-16.0,6.8,4.0,2.3,0.7
2026-04-14 00:00:00,TKYO-012-1,TKYO-012,Band 41 (2500MHz),-81.3,-8.9,7.6,0.0,0.0,37.3
2026-04-14 00:00:00,TKYO-012-2,TKYO-012,Band 41 (2500MHz),-88.0,-11.1,11.8,14.0,7.3,6.5
2026-04-14 00:00:00,TKYO-012-3,TKYO-012,Band 41 (2500MHz),-82.3,-7.6,7.4,5.3,0.0,21.1
2026-04-14 00:00:00,TKYO-013-1,TKYO-013,Band 1 (2100MHz),-75.2,-10.3,13.9,4.4,0.0,19.1
2026-04-14 00:00:00,TKYO-013-2,TKYO-013,Band 1 (2100MHz),-79.5,-8.9,18.1,0.0,18.5,1.6
2026-04-14 00:00:00,TKYO-013-3,TKYO-013,Band 1 (2100MHz),-83.6,-9.3,24.5,13.1,4.5,44.0
