timestamp_utc,cell_id,enodeb_id,frequency_band,avg_rsrp_dBm,avg_rsrq_dB,avg_sinr_dB,prb_utilization_dl_pct,prb_utilization_ul_pct,active_ue_avg
2026-01-13 00:00:00,KYIV-001-1,KYIV-001,Band 1 (2100MHz),-93.4,-9.5,14.3,0.0,20.9,7.0
2026-01-13 00:00:00,KYIV-001-2,KYIV-001,Band 1 (2100MHz),-91.6,-10.1,19.8,11.6,0.0,0.0
2026-01-13 00:00:00,KYIV-001-3,KYIV-001,Band 1 (2100MHz),-89.0,-6.9,12.0,28.7,13.2,5.2
2026-01-13 00:00:00,KYIV-002-1,KYIV-002,Band 3 (1800MHz),-95.5,-12.8,4.0,0.0,24.0,34.7
2026-01-13 00:00:00,KYIV-002-2,KYIV-002,Band 3 (1800MHz),-98.6,-12.7,1.7,11.8,16.9,16.4
2026-01-13 00:00:00,KYIV-002-3,KYIV-002,Band 3 (1800MHz),-90.9,-9.7,19.7,23.2,0.0,2.9
2026-01-13 00:00:00,KYIV-003-1,KYIV-003,Band 1 (2100MHz),-87.9,-9.7,8.6,13.1,0.0,29.0
2026-01-13 00:00:00,KYIV-003-2,KYIV-003,Band 1 (2100MHz),-86.2,-6.4,8.1,20.9,1.0,0.0
2026-01-13 00:00:00,KYIV-003-3,KYIV-003,Band 1 (2100MHz),-90.3,-7.1,14.8,26.0,19.0,7.7
2026-01-13 00:00:00,KYIV-004-1,KYIV-004,Band 3 (1800MHz),-84.9,-5.3,8.9,1.0,3.2,1.0
2026-01-13 00:00:00,KYIV-004-2,KYIV-004,Band 3 (1800MHz),-89.8,-9.5,5.0,26.5,7.3,0.0
2026-01-13 00:00:00,KYIV-004-3,KYIV-004,Band 3 (1800MHz),-82.7,-5.7,23.4,8.9,9.5,0.0
2026-01-13 00:00:00,KYIV-005-1,KYIV-005,Band 1 (2100MHz),-91.0,-7.5,11.3,0.0,6.4,31.5
2026-01-13 00:00:00,KYIV-005-2,KYIV-005,Band 1 (2100MHz),-91.0,-9.6,10.6,0.0,12.7,20.4
2026-01-13 00:00:00,KYIV-005-3,KYIV-005,Band 1 (2100MHz),-103.7,-12.3,9.5,33.7,4.6,0.0
2026-01-13 00:00:00,KYIV-006-1,KYIV-006,Band 3 (1800MHz),-89.5,-6.7,9.5,4.5,8.5,0.0
2026-01-13 00:00:00,KYIV-006-2,KYIV-006,Band 3 (1800MHz),-80.0,-7.2,13.4,13.0,0.0,11.2
2026-01-13 00:00:00,KYIV-006-3,KYIV-006,Band 3 (1800MHz),-79.5,-6.5,26.0,0.0,15.5,27.0
2026-01-13 00:00:00,KYIV-007-1,KYIV-007,Band 1 (2100MHz),-86.3,-6.4,12.8,15.5,8.0,25.8
2026-01-13 00:00:00,KYIV-007-2,KYIV-007,Band 1 (2100MHz),-91.3,-6.5,9.2,5.6,4.6,49.5
2026-01-13 00:00:00,KYIV-007-3,KYIV-007,Band 1 (2100MHz),-90.5,-6.6,6.5,0.0,4.1,30.8
2026-01-13 00:00:00,KYIV-008-1,KYIV-008,Band 3 (1800MHz),-92.3,-7.6,8.2,5.6,0.0,14.4
2026-01-13 00:00:00,KYIV-008-2,KYIV-008,Band 3 (1800MHz),-87.2,-9.2,16.7,12.1,17.2,15.8
2026-01-13 00:00:00,KYIV-008-3,KYIV-008,Band 3 (1800MHz),-87.6,-7.6,13.4,28.2,8.1,44.2
2026-01-13 00:00:00,KYIV-009-1,KYIV-009,Band 1 (2100MHz),-95.2,-6.8,17.3,4.1,5.9,0.0
2026-01-13 00:00:00,KYIV-009-2,KYIV-009,Band 1 (2100MHz),-86.6,-6.0,9.3,0.0,0.0,31.4
2026-01-13 00:00:00,KYIV-009-3,KYIV-009,Band 1 (2100MHz),-92.0,-7.8,14.5,3.5,0.2,20.0
2026-01-13 00:00:00,KYIV-010-1,KYIV-010,Band 3 (1800MHz),-90.1,-10.2,13.7,12.4,7.2,8.9
2026-01-13 00:00:00,KYIV-010-2,KYIV-010,Band 3 (1800MHz),-81.6,-5.2,9.6,27.2,5.1,25.2
2026-01-13 00:00:00,KYIV-010-3,KYIV-010,Band 3 (1800MHz),-84.7,-8.6,15.7,26.2,2.2,0.0
2026-01-13 00:00:00,KYIV-011-1,KYIV-011,Band 1 (2100MHz),-83.5,-9.6,17.9,17.8,4.8,19.5
